fecha,autor,titulo,enlace,fuente_original,enlace_original
2022-02-28,Jagual Media,Al menos 352 civiles han muerto tras invasión rusa en Ucrania,https://jayfonseca.com/al-menos-352-civiles-han-muerto-tras-invasion-rusa-en-ucrania/,Metro,https://www.metro.pr/noticias/2022/02/28/ucrania-han-muerto-352-civiles-en-la-guerra/
2022-02-28,Jagual Media,Cámara intenta frenar acuerdo de 2019 para reestructurar deuda de la AEE,https://jayfonseca.com/camara-intenta-frenar-acuerdo-de-2019-para-reestructurar-deuda-de-la-aee/,El Vocero,https://www.elvocero.com/gobierno/legislatura/legisladores-del-ppd-proponen-plan-alterno-para-la-deuda-de-la-autoridad-de-energ-a/article_40a0852e-983f-11ec-970b-4372482840de.html
2022-02-28,Jagual Media,Poca disponibilidad de centros de cuido de ancianos en Puerto Rico,https://jayfonseca.com/poca-disponibilidad-de-centros-de-cuido-de-ancianos-en-puerto-rico/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/disminuyen-los-centros-de-adultos-mayores-mientras-aumenta-la-demanda-de-estos-servicios/
2022-02-28,Jagual Media,Reconstrucción tras huracán María tomará entre 15 a 20 años,https://jayfonseca.com/reconstruccion-tras-huracan-maria-tomara-entre-15-a-20-anos/,El Vocero,https://www.elvocero.com/actualidad/otros/reconstruir-los-da-os-por-el-hurac-n-mar-a-tomar-sobre-20-a-os/article_98c63e3e-9834-11ec-9563-472bb8e84dd1.html
2022-02-28,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy lunes 28 de febrero de 2022,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-lunes-28-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-28,Jagual Media,Gobernador exhorta a aprovechar créditos contributivos federales,https://jayfonseca.com/gobernador-exhorta-a-aprovechar-creditos-contributivos-federales/,www.childtaxcredit.gov/puerto-rico,https://www.childtaxcredit.gov/puerto-rico
2022-02-28,Cynthia López Cabán,Vienen por ahí cambios en órdenes ejecutivas sobre COVID-19,https://jayfonseca.com/vienen-por-ahi-cambios-en-ordenes-ejecutivas-sobre-covid-19/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-28,Cynthia López Cabán,Gobernador sugiere revisar acuerdo reestructuración de la AEE,https://jayfonseca.com/gobernador-sugiere-revisar-acuerdo-reestructuracion-de-la-aee/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-28,Cynthia López Cabán,"Prófugo canadiense estuvo en Fortaleza, pero no tenía decreto contributivo",https://jayfonseca.com/profugo-canadiense-estuvo-en-fortaleza-pero-no-tenia-decreto-contributivo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-28,Yennifer Álvarez,Stephanie del Valle no asistirá a los eventos de Miss Mundo en Puerto Rico,https://jayfonseca.com/stephanie-del-valle-no-asistira-a-la-final-de-miss-mundo-en-puerto-rico/,Lea las expresiones de Stephanie del Valle en Instagram,https://www.instagram.com/p/CaihfygrHmp/?utm_source=ig_web_copy_link
2022-02-25,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy viernes 25 de febrero de 2022,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-viernes-25-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Jagual Media,CDC pronto flexibilizará recomendaciones para uso de mascarillas en interiores,https://jayfonseca.com/cdc-pronto-flexibilizara-recomendaciones-para-uso-de-mascarillas-en-interiores/,NY Times,https://www.nytimes.com/live/2022/02/24/world/covid-19-tests-cases-vaccine/the-cdc-will-soon-loosen-indoor-mask-guidelines-officials-say
2022-02-25,Jagual Media,Hermana del gobernador tiene seguridad por “prevención y reacción a inteligencia” que le llega al Secretario de Seguridad Pública,https://jayfonseca.com/hermana-del-gobernador-tiene-seguridad-por-prevencion-y-reaccion-a-inteligencia-que-le-llega-al-secretario-de-seguridad-publica/,El Vocero,https://www.elvocero.com/gobierno/fortaleza/con-seguridad-policiaca-caridad-pierluisi/article_30442ce8-95d9-11ec-94e6-778d45712ece.html
2022-02-25,Jagual Media,Pierluisi buscará mitigar alza en los peajes,https://jayfonseca.com/pierluisi-buscara-mitigar-alza-en-los-peajes/,El Vocero,https://www.elvocero.com/gobierno/fortaleza/el-gobernador-pedro-pierluisi-presentar-opciones-para-evitar-el-alza-en-peajes/article_4a77d3a6-95db-11ec-995c-c385ee6a53df.html
2022-02-25,Jagual Media,Presidenta Junta UPR reconoce no se siguieron reglas para autorizar gastos en hotel de Isla Verde,https://jayfonseca.com/presidenta-junta-upr-reconoce-no-se-siguieron-reglas-para-autorizar-gastos-en-hotel-de-isla-verde/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/presidenta-de-la-junta-de-gobierno-de-la-upr-rinde-cuentas-sobre-gastos-para-reuniones/
2022-02-25,Jagual Media,EEUU no duda que Rusia derroque el Gobierno de Ucrania mientras presidente ucraniano lamenta lo hayan dejado solo,https://jayfonseca.com/eeuu-no-duda-que-rusia-derroque-el-gobierno-de-ucrania-mientras-presidente-ucraniano-lamenta-lo-hayan-dejado-solo/,Noticel,https://www.noticel.com/mundo/top-stories/20220225/blinken-esta-convencido-de-que-rusia-tratara-de-derrocar-el-gobierno-ucraniano/
2022-02-25,Jagual Media,"Por conflicto entre Rusia y Ucrania ,Puerto Rico experimentará impacto económico",https://jayfonseca.com/por-conflicto-entre-rusia-y-ucrania-puerto-rico-experimentara-impacto-economico/,Metro,https://www.metro.pr/noticias/2022/02/25/efectos-sobre-el-conflicto-entre-rusia-y-ucrania-se-sentiran-en-el-mundo-entero/
2022-02-25,Yennifer Álvarez,Piden $50 mil a Javier Aponte Dalmau por caso de agresión que alega uno de sus empleados,https://jayfonseca.com/piden-50-mil-a-javier-aponte-dalmau-por-caso-de-agresion-que-alega-uno-de-sus-empleados/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-23/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Yennifer Álvarez,Incierto si Miss Mundo se celebrará en Puerto Rico mientras sigue pugna legal en los tribunales,https://jayfonseca.com/incierto-si-miss-mundo-se-celebrara-en-puerto-rico-mientras-sigue-pugna-legal-en-los-tribunales/,Controversia de Miss Mundo se tendrá que ver como cobro de dinero o incumplimiento de contrato,https://jayfonseca.com/controversia-por-fondos-para-miss-mundo-tendra-que-verse-como-un-cobro-de-dinero-o-incumplimiento-de-contrato/
2022-02-25,Yennifer Álvarez,Controversia por fondos para Miss Mundo tendrá que verse como un cobro de dinero o incumplimiento de contrato,https://jayfonseca.com/controversia-por-fondos-para-miss-mundo-tendra-que-verse-como-un-cobro-de-dinero-o-incumplimiento-de-contrato/,Incierto si Miss Mundo se celebrará en Puerto Rico mientras pugna legal sigue en los tribunales,https://jayfonseca.com/incierto-si-miss-mundo-se-celebrara-en-puerto-rico-mientras-sigue-pugna-legal-en-los-tribunales/
2022-02-25,Jagual Media,Salud detecta sublinaje de variante ómicron en Puerto Rico,https://jayfonseca.com/salud-detecta-sublinaje-de-variante-omicron-en-puerto-rico/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Jagual Media,"“Hay muy poca esperanza”, relato de una ucraniana en plena zona de guerra",https://jayfonseca.com/hay-muy-poca-esperanza-relato-de-una-ucraniana-en-plena-zona-de-guerra/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Jagual Media,Cámara reclama intervenir en reestructuración de la deuda de AEE,https://jayfonseca.com/camara-reclama-intervenir-en-reestructuracion-de-la-deuda-de-aee/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Yennifer Álvarez,Miembro de la Junta Fiscal califica impuesto al sol como “fake news”,https://jayfonseca.com/miembro-de-la-junta-fiscal-califica-impuesto-al-sol-como-fake-news/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-25,Cynthia López Cabán,Tatito Hernández oficializa su presidencia en Comisión Conjunta del Contralor,https://jayfonseca.com/tatito-hernandez-oficializa-su-presidencia-en-comision-conjunta-del-contralor/,Investigan uso de fondos legislativos en las comisiones,https://www.wapa.tv/programas/cuartopoder/investigan-uso-de-fondos-legislativos-en-las-comisiones_20131122525720.html
2022-02-25,Cynthia López Cabán,"Conflicto entre Rusia y Ucrania afectará precios, pero no se vislumbra escasez",https://jayfonseca.com/conflicto-entre-rusia-y-ucrania-afectara-precios-pero-no-se-vislumbra-escasez/,No vislumbran escasez de alimentos por conflicto entre Rusia y Ucrania,https://www.wapa.tv/programas/losdatossonlosdatos/no-vislumbran-escasez-de-alimentos-por-conflicto-entre-rusia-y-ucrania_20131122525928.html
2022-02-25,Jagual Media,CDC flexibiliza uso de mascarillas en espacios cerrados,https://jayfonseca.com/cdc-flexibiliza-uso-de-mascarillas-en-espacios-cerrados/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Cynthia López Cabán,Sin votos Díaz Reverón pero Gobernador no retirará su nombramiento,https://jayfonseca.com/sin-votos-diaz-reveron-pero-gobernador-no-retirara-su-nombramiento/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Jay Fonseca,Todo lo que debes saber sobre el conflicto que provoca el ataque militar de Rusia contra Ucrania,https://jayfonseca.com/todo-lo-que-debes-saber-sobre-el-conflicto-que-provoca-el-ataque-militar-de-rusia-contra-ucrania/,Vea aquí el análisis del profesor Carlos Severino experto en política internacional en Los datos son los datos por Wapa-TVBiden anuncia congelación de bancos rusos en Estados Unidos y otras sanciones económicas,https://www.wapa.tv/programas/losdatossonlosdatos/-que-esta-sucediendo-en-ucrania-y-como-esto-afecta-a-puerto-rico-_20131122525854.htmlhttps://jayfonseca.com/biden-anuncia-congelacion-de-bancos-rusos-en-estados-unidos-y-otras-sanciones-economicas/
2022-02-24,Jagual Media,Fuerte temblor en el sur; AEE reporta Costa Sur no sufrió daños,https://jayfonseca.com/fuerte-temblor-en-el-sur-aee-reporta-costa-sur-no-sufrio-danos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Milly Méndez,Análisis de ADN será clave para esclarecer la muerte de Melissa Belén,https://jayfonseca.com/analisis-de-adn-sera-clave-para-esclarecer-la-muerte-de-melissa-belen/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Yennifer Álvarez,Biden anuncia congelación de bancos rusos en Estados Unidos y otras sanciones económicas,https://jayfonseca.com/biden-anuncia-congelacion-de-bancos-rusos-en-estados-unidos-y-otras-sanciones-economicas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Jagual Media,Ataque militar ruso deja más de 40 muertos en Ucrania y advertencia para que Estados Unidos no intervenga,https://jayfonseca.com/ataque-militar-ruso-deja-mas-de-40-muertos-en-ucrania-y-advertencia-para-que-estados-unidos-no-intervenga/,NY Times,https://www.nytimes.com/live/2022/02/24/world/russia-ukraine-putin
2022-02-24,Cynthia López Cabán,Cámara reclama al Congreso reembolso por gasto de escolta de Jenniffer González,https://jayfonseca.com/camara-reclama-al-congreso-reembolso-por-gasto-de-escolta-de-jenniffer-gonzalez/,Cámara pide al Congreso reembolso para escoltas de Jenniffer González del año pasado,https://www.wapa.tv/programas/losdatossonlosdatos/camara-pide-al-congreso-reembolso-para-escoltas-de-jenniffer-gonzalez-del-ano-pasado_20131122525853.html
2022-02-24,Jagual Media,Rick Scott reitera no hay “break” para que Puerto Rico sea estado mientras tenga problemas fiscales,https://jayfonseca.com/rick-scott-reitera-no-hay-break-para-que-puerto-rico-sea-estado-mientras-tenga-problemas-fiscales/,El Nuevo Día,https://www.elnuevodia.com/corresponsalias/washington-dc/notas/rick-scott-reafirmo-que-la-estadidad-no-tiene-suficiente-apoyo-en-el-congreso/
2022-02-24,Jagual Media,Hermana del gobernador dice que ella no pidió escolta sino que se la asignaron,https://jayfonseca.com/hermana-del-gobernador-dice-que-ella-no-pidio-escolta-sino-que-se-la-asignaron/,Metro,https://www.metro.pr/noticias/2022/02/23/hermana-del-gobernador-dice-que-si-la-acompanan-escoltas-es-por-decision-de-seguridad-publica/
2022-02-24,Jagual Media,Atrasado Luma Energy con la conexión de clientes que generan energía renovable,https://jayfonseca.com/atrasado-luma-energy-con-la-conexion-de-clientes-que-generan-energia-renovable/,El Vocero,https://www.elvocero.com/gobierno/agencias/luma-energy-admite-atrasos-en-la-medici-n-neta-de-los-clientes-que-generan-energ/article_0bfa1790-9515-11ec-b6e7-97ed0af3bd8b.html
2022-02-24,Jagual Media,Plan Fiscal de carreteras aumenta peajes por 30 años,https://jayfonseca.com/plan-fiscal-de-carreteras-aumenta-peajes-por-30-anos/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/aprueban-30-anos-de-aumentos-en-los-peajes-en-el-plan-fiscal-certificado-para-la-autoridad-de-carreteras/
2022-02-24,Jagual Media,Centro para la Nueva Economía cree que el Plan Fiscal no generará el desarrollo que Puerto Rico necesita,https://jayfonseca.com/centro-para-la-nueva-economia-cree-que-el-plan-fiscal-no-generara-el-desarrollo-que-puerto-rico-necesita/,News is my Business,https://newsismybusiness.com/cne-fiscal-plan-structural-reforms-wont-generate-growth-puerto-rico-needs/
2022-02-24,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-22/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Jagual Media,Vea el resumen de Noticias con Calle de hoy jueves 24 de febrero de 2022,https://jayfonseca.com/vea-el-resumen-de-noticias-con-calle-de-hoy-jueves-24-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Jagual Media,AEE asegura reserva máxima de combustible ante ataque de Rusia a Ucrania,https://jayfonseca.com/aee-asegura-reserva-maxima-de-combustible-ante-ataque-de-rusia-a-ucrania/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-24,Milly Méndez,Justicia investiga uso de fondos en la Cámara de Representantes,https://jayfonseca.com/justicia-investiga-uso-de-fondos-en-la-camara-de-representantes/,Vea la investigación de Cuarto Poder en Wapa TV,https://www.wapa.tv/programas/cuartopoder/investigan-uso-de-fondos-legislativos-en-las-comisiones_20131122525720.html
2022-02-24,Cynthia López Cabán,Sigue activa investigación federal sobre esquemas de sobornos a políticos,https://jayfonseca.com/sigue-activa-investigacion-federal-sobre-esquemas-de-sobornos-a-politicos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-23,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-21/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-23,Jagual Media,Queda fuera del presupuesto el barril de tocino,https://jayfonseca.com/queda-fuera-del-presupuesto-el-barril-de-tocino/,El Vocero,https://www.elvocero.com/gobierno/agencias/la-junta-de-control-fiscal-certifica-el-presupuesto-enmendado-para-el-a-o-fiscal-2022/article_5595a592-9450-11ec-b354-afc831d29600.html
2022-02-23,Jagual Media,En funcionamiento las colecturías,https://jayfonseca.com/en-funcionamiento-las-colecturias/,http://www.hacienda.pr.gov/sobre-hacienda/servicios-al-contribuyente/directorio-de-colecturiasMetro,http://www.hacienda.pr.gov/sobre-hacienda/servicios-al-contribuyente/directorio-de-colecturiashttps://www.metro.pr/noticias/2022/02/22/hacienda-restablece-los-servicios-en-las-colecturias-de-la-isla/
2022-02-23,Jagual Media,Félix Verdejo alega no culpabilidad por asesinato de Keishla Rodríguez,https://jayfonseca.com/felix-verdejo-alega-no-culpabilidad-por-asesinato-de-keishla-rodriguez/,Metro,https://www.metro.pr/noticias/2022/02/23/felix-verdejo-hace-alegacion-de-no-culpabilidad/
2022-02-23,Jagual Media,Gobernador enmienda Orden Ejecutiva sobre vacunación de menores,https://jayfonseca.com/gobernador-enmienda-orden-ejecutiva-sobre-vacunacion-de-menores/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/gobernador-altera-requisitos-de-vacunacion-para-los-estudiantes-de-edad-escolar/
2022-02-23,Jagual Media,Tatito Hernández pide al Congreso que la Junta Fiscal se vaya en julio de 2023,https://jayfonseca.com/tatito-hernandez-pide-al-congreso-que-la-junta-fiscal-se-vaya-en-julio-de-2023/,El Vocero,https://www.elvocero.com/gobierno/legislatura/rafael-tatito-hern-ndez-pide-al-congreso-la-salida-de-la-junta-de-control-fiscal/article_476efc8e-944b-11ec-99ef-c3ea2d31d194.html
2022-02-23,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy miércoles 23 de febrero de 2022,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-miercoles-23-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-23,Cynthia López Cabán,LUMA admite que fueron ellos los responsables del apagón,https://jayfonseca.com/luma-admite-que-fueron-ellos-los-responsables-del-apagon/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-23,Katriana Vélez,Radicado primer caso de acecho con AirTags en Puerto Rico,https://jayfonseca.com/radicado-primer-caso-de-acecho-con-airtags-en-puerto-rico/,Vea el reportaje de Cuarto Poder aquí,https://www.wapa.tv/programas/cuartopoder/rastreo-peligroso--radican-primer-caso-de-acecho-con--air-tag--en-puerto-rico_20131122525724.html
2022-02-23,Ámbar Suárez Cubillé,Angélica Negrón una compositora boricua en el mundo clásico,https://jayfonseca.com/angelica-negron-una-compositora-boricua-en-el-mundo-clasico/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-23,Cynthia López Cabán,Se le pega a la Junta Fiscal el gusto por las escoltas,https://jayfonseca.com/se-le-pega-a-la-junta-fiscal-el-gusto-por-las-escoltas/,¿Quiénes tienen derecho a escoltas por ley?,https://www.wapa.tv/programas/cuartopoder/-quienes-tienen-derecho-a-escoltas-por-ley-_20131122525722.html
2022-02-23,Yennifer Álvarez,Juez se reserva fallo sobre controversia por fondos para la final de Miss Mundo en Puerto Rico,https://jayfonseca.com/vea-la-vista-judicial-sobre-la-controversia-de-fondos-para-la-celebracion-de-miss-mundo-en-puerto-rico/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-20/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Jagual Media,Puerto Rico y Hawai son las jurisdicciones que siguen exigiendo uso de mascarilla,https://jayfonseca.com/puerto-rico-y-hawai-son-las-jurisdicciones-que-siguen-exigiendo-uso-de-mascarilla/,The New York Times,https://www.nytimes.com/live/2022/02/21/world/covid-19-tests-cases-vaccine/as-mask-mandates-across-the-us-have-eased-hawaii-and-puerto-rico-remain-two-holdouts
2022-02-22,Jagual Media,"Buscan mediador para quiebra de la AEE, se avecina otra aumento en costo de la luz",https://jayfonseca.com/buscan-mediador-para-quiebra-de-la-aee-se-avecina-otra-aumento-en-costo-de-la-luz/,El Nuevo Día,https://www.elnuevodia.com/negocios/economia/notas/swain-pondera-nombrar-un-mediador-a-la-aee-para-ponerle-fin-al-proceso-de-quiebra/
2022-02-22,Jagual Media,Pierluisi cree que Elizabeth Torres incumple con su trabajo como delegada congresional,https://jayfonseca.com/pierluisi-cree-que-elizabeth-torres-incumple-con-su-trabajo-como-delegada-congresional/,El Vocero,https://www.elvocero.com/gobierno/fortaleza/el-gobernador-pedro-pierluisi-opina-que-la-delegada-congresional-elizabeth-torres-no-hace-su-trabajo/article_dd82eb20-9385-11ec-8ac6-abe11a7f483d.html
2022-02-22,Jagual Media,Menores podrán continuar clases presenciales mientras completan proceso de vacunación,https://jayfonseca.com/menores-podran-continuar-clases-presenciales-mientras-completan-proceso-de-vacunacion/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/daran-oportunidad-para-que-estudiantes-completen-proceso-de-vacunacion/
2022-02-22,Jagual Media,Problemas en servicios en colecturías,https://jayfonseca.com/problemas-en-servicios-en-colecturias/,El Nuevo Día,https://www.elnuevodia.com/noticias/gobierno/notas/hacienda-reporta-averia-que-afecta-los-servicios-de-las-colecturias-venta-de-marbetes-y-pagos-de-multas/
2022-02-22,Jagual Media,Pierluisi pide responsabilidad ciudadana para evitar más personas ahogadas en Condado,https://jayfonseca.com/pierluisi-pide-responsabilidad-ciudadana-para-evitar-mas-personas-ahogadas-en-condado/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/pierluisi-apela-a-responsabilidad-ciudadana-para-evitar-mas-ahogamientos/
2022-02-22,Jagual Media,Vea el resumen de Noticias con Calle de hoy martes 22 de febrero de 2022,https://jayfonseca.com/vea-el-resumen-de-noticias-con-calle-de-hoy-martes-22-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Jagual Media,Muerte de María Paola Hernández fue un suicidio,https://jayfonseca.com/muerte-de-maria-paola-hernandez-fue-un-suicidio/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Jagual Media,"Designan FEI contra exalcalde de Santa Isabel, Enrique Questell, y exdirectora de finanzas",https://jayfonseca.com/designan-fei-contra-exalcalde-de-santa-isabel-enrique-questell-y-exdirectora-de-finanzas/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Jagual Media,Multa de $10 mil para alcalde de Vega Baja tras lío por contratos,https://jayfonseca.com/multa-de-10-mil-para-alcalde-de-vega-baja-tras-lio-por-contratos/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Jagual Media,Justicia divulga informe de investigación sobre la muerte de María Paola Hernández,https://jayfonseca.com/justicia-divulga-informe-de-investigacion-sobre-la-muerte-de-maria-paola-hernandez/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-22,Cynthia López Cabán,Ética investiga a Elizabeth Torres por posible conflicto de interés,https://jayfonseca.com/etica-investiga-a-elizabeth-torres-por-posible-conflicto-de-interes/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-21,Yennifer Álvarez,AEE asegura restableció servicio de energía eléctrica a 100% de los clientes,https://jayfonseca.com/aee-asegura-restablecio-servicio-de-energia-electrica-a-100-de-los-clientes/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-21,Jagual Media,Apagón afecta varios municipios,https://jayfonseca.com/apagon-afecta-varios-municipios/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-21,Cynthia López Cabán,Autoridades presentarán cargos contra senador Javier Aponte,https://jayfonseca.com/autoridades-presentaran-cargos-contra-senador-javier-aponte/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-19,Milly Méndez,Respiro para el Centro de Diabetes hasta el 30 de junio,https://jayfonseca.com/respiro-para-el-centro-de-diabetes-hasta-el-30-de-junio/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Jagual Media,Vea el resumen de Noticias con Calle de hoy viernes 18 de febrero de 2022,https://jayfonseca.com/vea-el-resumen-de-noticias-con-calle-de-hoy-viernes-18-de-febrero-de-2022/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Jagual Media,Controversia por posible nuevo cargo al inspeccionar instalaciones de gas licuado,https://jayfonseca.com/controversia-por-posible-nuevo-cargo-al-inspeccionar-instalaciones-de-gas-licuado/,El Vocero,https://www.elvocero.com/economia/otros/los-gaseros-alertan-sobre-la-posible-imposici-n-de-un-nuevo-cargo-en-la-industria/article_15927394-9059-11ec-b07f-bf15e564dcda.html
2022-02-18,Jagual Media,Preocupa que Dominicana eliminara uso de mascarilla y restricciones por COVID-19,https://jayfonseca.com/preocupa-que-dominicana-eliminara-uso-de-mascarilla-y-restricciones-por-covid-19/,El Vocero,https://www.elvocero.com/gobierno/fortaleza/preocupa-en-la-isla-la-eliminaci-n-de-restricciones-contra-el-covid-19-en-rep/article_59af4c0c-905c-11ec-94c2-073c081cfa0c.html
2022-02-18,Jagual Media,Jenniffer González es la funcionaria que más gasta en escoltas,https://jayfonseca.com/jenniffer-gonzalez-es-la-funcionaria-que-mas-gasta-en-escoltas/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/jenniffer-gonzalez-es-la-funcionaria-con-gastos-mas-altos-en-escoltas/
2022-02-18,Jay Fonseca,Escucha las Noticias con Calle de hoy,https://jayfonseca.com/escucha-las-noticias-con-calle-de-hoy-19/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Jagual Media,Hoy es la sentencia de Héctor O’Neill,https://jayfonseca.com/hoy-es-la-sentencia-de-hector-oneill/,Noticel,https://www.noticel.com/ahora/top-stories/tribunales/20220218/concluye-hoy-caso-de-hector-oneill-con-la-sentencia/
2022-02-18,Cynthia López Cabán,Héctor O’Neill es sentenciado a 3 años de probatoria,https://jayfonseca.com/hector-oneill-es-sentenciado-a-3-anos-de-probatoria/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Yennifer Álvarez,Río Grande confirma Stephanie Del Valle devolvió los $100 mil para la celebración de Miss Mundo,https://jayfonseca.com/rio-grande-confirma-stephanie-del-valle-devolvio-ayer-los-100-mil-para-la-celebracion-de-miss-mundo/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Jagual Media,Panel del FEI investigará supuestas irregularidades en Legislatura Municipal de Caguas,https://jayfonseca.com/panel-del-fei-investigara-supuestas-irregularidades-en-legislatura-municipal-de-caguas/,aquí.,https://www.wapa.tv/programas/cuartopoder/-corrupcion-criolla--_20131122524860.html
2022-02-18,Cynthia López Cabán,Hermana del gobernador usa escolta para sus asuntos diarios,https://jayfonseca.com/hermana-del-gobernador-usa-escolta-para-sus-asuntos-diarios/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Milly Méndez,Secretario de Educación y representante Lourdes Ramos piden explicaciones a Junta UPR por gastos excesivos en hotel,https://jayfonseca.com/secretario-de-educacion-y-representante-lourdes-ramos-piden-explicaciones-a-junta-upr-por-gastos-excesivos-en-hotel/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-18,Milly Méndez,Exigen explicaciones en la UPR,https://jayfonseca.com/exigen-explicaciones/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2022-02-17,Jagual Media,Arrestan trabajadores tras cerrar accesos al Centro Gubernamental Minillas,https://jayfonseca.com/trabajadores-cierran-accesos-al-centro-gubernamental-minillas/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/manifestantes-cierran-accesos-al-centro-gubernamental-minillas-en-santurce/
2022-02-17,Jagual Media,Pierluisi adelante en la recaudación de fondos,https://jayfonseca.com/pierluisi-adelante-en-la-recaudacion-de-fondos/,Metro,https://www.metro.pr/noticias/2022/02/17/pierluisi-recaudo-dinero-a-manos-llenas-en-el-2021/
2022-02-17,Jagual Media,Díaz Reverón mintió en investigación ética y Tribunales no vio nada malo en eso,https://jayfonseca.com/diaz-reveron-mintio-en-investigacion-etica-y-tribunales-no-vio-nada-malo-en-eso/,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20220217/diaz-reveron-mintio-en-investigacion-etica-y-se-lo-dejaron-pasar/
2022-02-17,Jagual Media,En manos de Junta Fiscal presupuesto mientras Presidente del Senado llama hipócrita al PNP por oponerse al barril de $50 millones,https://jayfonseca.com/en-manos-de-junta-fiscal-presupuesto-mientras-presidente-del-senado-llama-hipocrita-al-pnp-por-oponerse-al-barril-de-50-millones/,El Vocero,https://www.elvocero.com/gobierno/legislatura/choque-frontal-entre-el-ejecutivo-y-la-legislatura-ante-tranque-por-medida-presupuestaria/article_69bea28e-8f92-11ec-a7eb-d73d8c5fdb8e.html
